week_start,town,county,drug,signal,units_sold,drug_weight
2024-03-25,Nairobi,Nairobi,ORS,gi,224,0.8
2024-04-01,Nairobi,Nairobi,ORS,gi,216,0.8
2024-04-08,Nairobi,Nairobi,ORS,gi,196,0.8
2024-04-15,Nairobi,Nairobi,ORS,gi,195,0.8
2024-04-22,Nairobi,Nairobi,ORS,gi,268,0.8
2024-04-29,Nairobi,Nairobi,ORS,gi,202,0.8
2024-05-06,Nairobi,Nairobi,ORS,gi,124,0.8
2024-05-13,Nairobi,Nairobi,ORS,gi,152,0.8
2024-05-20,Nairobi,Nairobi,ORS,gi,161,0.8
2024-05-27,Nairobi,Nairobi,ORS,gi,190,0.8
2024-06-03,Nairobi,Nairobi,ORS,gi,234,0.8
2024-06-10,Nairobi,Nairobi,ORS,gi,259,0.8
2024-06-17,Nairobi,Nairobi,ORS,gi,195,0.8
2024-06-24,Nairobi,Nairobi,ORS,gi,439,0.8
2024-07-01,Nairobi,Nairobi,ORS,gi,383,0.8
2024-07-08,Nairobi,Nairobi,ORS,gi,413,0.8
2024-07-15,Nairobi,Nairobi,ORS,gi,321,0.8
2024-07-22,Nairobi,Nairobi,ORS,gi,282,0.8
2024-07-29,Nairobi,Nairobi,ORS,gi,319,0.8
2024-08-05,Nairobi,Nairobi,ORS,gi,186,0.8
2024-08-12,Nairobi,Nairobi,ORS,gi,261,0.8
2024-08-19,Nairobi,Nairobi,ORS,gi,299,0.8
2024-08-26,Nairobi,Nairobi,ORS,gi,237,0.8
2024-09-02,Nairobi,Nairobi,ORS,gi,217,0.8
2024-09-09,Nairobi,Nairobi,ORS,gi,158,0.8
2024-09-16,Nairobi,Nairobi,ORS,gi,168,0.8
2024-09-23,Nairobi,Nairobi,ORS,gi,163,0.8
2024-09-30,Nairobi,Nairobi,ORS,gi,125,0.8
2024-10-07,Nairobi,Nairobi,ORS,gi,151,0.8
2024-10-14,Nairobi,Nairobi,ORS,gi,234,0.8
2024-10-21,Nairobi,Nairobi,ORS,gi,209,0.8
2024-10-28,Nairobi,Nairobi,ORS,gi,224,0.8
2024-11-04,Nairobi,Nairobi,ORS,gi,201,0.8
2024-11-11,Nairobi,Nairobi,ORS,gi,259,0.8
2024-11-18,Nairobi,Nairobi,ORS,gi,201,0.8
2024-11-25,Nairobi,Nairobi,ORS,gi,175,0.8
2024-12-02,Nairobi,Nairobi,ORS,gi,127,0.8
2024-12-09,Nairobi,Nairobi,ORS,gi,139,0.8
2024-12-16,Nairobi,Nairobi,ORS,gi,152,0.8
2024-12-23,Nairobi,Nairobi,ORS,gi,237,0.8
2024-12-30,Nairobi,Nairobi,ORS,gi,212,0.8
2023-01-02,Nairobi,Nairobi,Imodium,gi,83,0.7
2023-01-09,Nairobi,Nairobi,Imodium,gi,120,0.7
2023-01-16,Nairobi,Nairobi,Imodium,gi,96,0.7
2023-01-23,Nairobi,Nairobi,Imodium,gi,72,0.7
2023-01-30,Nairobi,Nairobi,Imodium,gi,108,0.7
2023-02-06,Nairobi,Nairobi,Imodium,gi,112,0.7
2023-02-13,Nairobi,Nairobi,Imodium,gi,81,0.7
2023-02-20,Nairobi,Nairobi,Imodium,gi,77,0.7
2023-02-27,Nairobi,Nairobi,Imodium,gi,66,0.7
2023-03-06,Nairobi,Nairobi,Imodium,gi,130,0.7
2023-03-13,Nairobi,Nairobi,Imodium,gi,163,0.7
2023-03-20,Nairobi,Nairobi,Imodium,gi,167,0.7
2023-03-27,Nairobi,Nairobi,Imodium,gi,171,0.7
2023-04-03,Nairobi,Nairobi,Imodium,gi,228,0.7
2023-04-10,Nairobi,Nairobi,Imodium,gi,220,0.7
2023-04-17,Nairobi,Nairobi,Imodium,gi,92,0.7
2023-04-24,Nairobi,Nairobi,Imodium,gi,95,0.7
2023-05-01,Nairobi,Nairobi,Imodium,gi,66,0.7
2023-05-08,Nairobi,Nairobi,Imodium,gi,78,0.7
2023-05-15,Nairobi,Nairobi,Imodium,gi,59,0.7
2023-05-22,Nairobi,Nairobi,Imodium,gi,77,0.7
2023-05-29,Nairobi,Nairobi,Imodium,gi,90,0.7
2023-06-05,Nairobi,Nairobi,Imodium,gi,109,0.7
2023-06-12,Nairobi,Nairobi,Imodium,gi,100,0.7
2023-06-19,Nairobi,Nairobi,Imodium,gi,117,0.7
2023-06-26,Nairobi,Nairobi,Imodium,gi,94,0.7
2023-07-03,Nairobi,Nairobi,Imodium,gi,90,0.7
2023-07-10,Nairobi,Nairobi,Imodium,gi,84,0.7
2023-07-17,Nairobi,Nairobi,Imodium,gi,83,0.7
2023-07-24,Nairobi,Nairobi,Imodium,gi,151,0.7
2023-07-31,Nairobi,Nairobi,Imodium,gi,167,0.7
2023-08-07,Nairobi,Nairobi,Imodium,gi,152,0.7
2023-08-14,Nairobi,Nairobi,Imodium,gi,223,0.7
2023-08-21,Nairobi,Nairobi,Imodium,gi,188,0.7
2023-08-28,Nairobi,Nairobi,Imodium,gi,190,0.7
2023-09-04,Nairobi,Nairobi,Imodium,gi,82,0.7
2023-09-11,Nairobi,Nairobi,Imodium,gi,92,0.7
2023-09-18,Nairobi,Nairobi,Imodium,gi,101,0.7
2023-09-25,Nairobi,Nairobi,Imodium,gi,64,0.7
2023-10-02,Nairobi,Nairobi,Imodium,gi,79,0.7
2023-10-09,Nairobi,Nairobi,Imodium,gi,85,0.7
2023-10-16,Nairobi,Nairobi,Imodium,gi,66,0.7
2023-10-23,Nairobi,Nairobi,Imodium,gi,88,0.7
2023-10-30,Nairobi,Nairobi,Imodium,gi,84,0.7
2023-11-06,Nairobi,Nairobi,Imodium,gi,111,0.7
2023-11-13,Nairobi,Nairobi,Imodium,gi,84,0.7
2023-11-20,Nairobi,Nairobi,Imodium,gi,71,0.7
2023-11-27,Nairobi,Nairobi,Imodium,gi,81,0.7
2023-12-04,Nairobi,Nairobi,Imodium,gi,88,0.7
2023-12-11,Nairobi,Nairobi,Imodium,gi,61,0.7
2023-12-18,Nairobi,Nairobi,Imodium,gi,79,0.7
2023-12-25,Nairobi,Nairobi,Imodium,gi,91,0.7
2024-01-01,Nairobi,Nairobi,Imodium,gi,58,0.7
2024-01-08,Nairobi,Nairobi,Imodium,gi,74,0.7
2024-01-15,Nairobi,Nairobi,Imodium,gi,94,0.7
2024-01-22,Nairobi,Nairobi,Imodium,gi,91,0.7
2024-01-29,Nairobi,Nairobi,Imodium,gi,127,0.7
2024-02-05,Nairobi,Nairobi,Imodium,gi,81,0.7
2024-02-12,Nairobi,Nairobi,Imodium,gi,81,0.7
2024-02-19,Nairobi,Nairobi,Imodium,gi,89,0.7
2024-02-26,Nairobi,Nairobi,Imodium,gi,68,0.7
2024-03-04,Nairobi,Nairobi,Imodium,gi,36,0.7
2024-03-11,Nairobi,Nairobi,Imodium,gi,96,0.7
2024-03-18,Nairobi,Nairobi,Imodium,gi,71,0.7
2024-03-25,Nairobi,Nairobi,Imodium,gi,101,0.7
2024-04-01,Nairobi,Nairobi,Imodium,gi,80,0.7
2024-04-08,Nairobi,Nairobi,Imodium,gi,88,0.7
2024-04-15,Nairobi,Nairobi,Imodium,gi,75,0.7
2024-04-22,Nairobi,Nairobi,Imodium,gi,83,0.7
2024-04-29,Nairobi,Nairobi,Imodium,gi,77,0.7
2024-05-06,Nairobi,Nairobi,Imodium,gi,73,0.7
2024-05-13,Nairobi,Nairobi,Imodium,gi,59,0.7
2024-05-20,Nairobi,Nairobi,Imodium,gi,59,0.7
2024-05-27,Nairobi,Nairobi,Imodium,gi,79,0.7
2024-06-03,Nairobi,Nairobi,Imodium,gi,114,0.7
2024-06-10,Nairobi,Nairobi,Imodium,gi,119,0.7
2024-06-17,Nairobi,Nairobi,Imodium,gi,108,0.7
2024-06-24,Nairobi,Nairobi,Imodium,gi,109,0.7
2024-07-01,Nairobi,Nairobi,Imodium,gi,123,0.7
2024-07-08,Nairobi,Nairobi,Imodium,gi,93,0.7
2024-07-15,Nairobi,Nairobi,Imodium,gi,82,0.7
2024-07-22,Nairobi,Nairobi,Imodium,gi,48,0.7
2024-07-29,Nairobi,Nairobi,Imodium,gi,62,0.7
2024-08-05,Nairobi,Nairobi,Imodium,gi,85,0.7
2024-08-12,Nairobi,Nairobi,Imodium,gi,82,0.7
2024-08-19,Nairobi,Nairobi,Imodium,gi,84,0.7
2024-08-26,Nairobi,Nairobi,Imodium,gi,87,0.7
2024-09-02,Nairobi,Nairobi,Imodium,gi,201,0.7
2024-09-09,Nairobi,Nairobi,Imodium,gi,213,0.7
2024-09-16,Nairobi,Nairobi,Imodium,gi,232,0.7
2024-09-23,Nairobi,Nairobi,Imodium,gi,245,0.7
2024-09-30,Nairobi,Nairobi,Imodium,gi,183,0.7
2024-10-07,Nairobi,Nairobi,Imodium,gi,212,0.7
2024-10-14,Nairobi,Nairobi,Imodium,gi,64,0.7
2024-10-21,Nairobi,Nairobi,Imodium,gi,95,0.7
2024-10-28,Nairobi,Nairobi,Imodium,gi,98,0.7
2024-11-04,Nairobi,Nairobi,Imodium,gi,105,0.7
2024-11-11,Nairobi,Nairobi,Imodium,gi,94,0.7
2024-11-18,Nairobi,Nairobi,Imodium,gi,117,0.7
2024-11-25,Nairobi,Nairobi,Imodium,gi,86,0.7
2024-12-02,Nairobi,Nairobi,Imodium,gi,76,0.7
2024-12-09,Nairobi,Nairobi,Imodium,gi,44,0.7
2024-12-16,Nairobi,Nairobi,Imodium,gi,73,0.7
2024-12-23,Nairobi,Nairobi,Imodium,gi,100,0.7
2024-12-30,Nairobi,Nairobi,Imodium,gi,81,0.7
2023-01-02,Nairobi,Nairobi,Septrin,respiratory,61,0.8
2023-01-09,Nairobi,Nairobi,Septrin,respiratory,95,0.8
2023-01-16,Nairobi,Nairobi,Septrin,respiratory,89,0.8
2023-01-23,Nairobi,Nairobi,Septrin,respiratory,83,0.8
2023-01-30,Nairobi,Nairobi,Septrin,respiratory,93,0.8
2023-02-06,Nairobi,Nairobi,Septrin,respiratory,108,0.8
2023-02-13,Nairobi,Nairobi,Septrin,respiratory,149,0.8
2023-02-20,Nairobi,Nairobi,Septrin,respiratory,143,0.8
2023-02-27,Nairobi,Nairobi,Septrin,respiratory,133,0.8
2023-03-06,Nairobi,Nairobi,Septrin,respiratory,176,0.8
2023-03-13,Nairobi,Nairobi,Septrin,respiratory,145,0.8
2023-03-20,Nairobi,Nairobi,Septrin,respiratory,152,0.8
2023-03-27,Nairobi,Nairobi,Septrin,respiratory,118,0.8
2023-04-03,Nairobi,Nairobi,Septrin,respiratory,99,0.8
2023-04-10,Nairobi,Nairobi,Septrin,respiratory,210,0.8
2023-04-17,Nairobi,Nairobi,Septrin,respiratory,208,0.8
2023-04-24,Nairobi,Nairobi,Septrin,respiratory,223,0.8
2023-05-01,Nairobi,Nairobi,Septrin,respiratory,199,0.8
2023-05-08,Nairobi,Nairobi,Septrin,respiratory,151,0.8
2023-05-15,Nairobi,Nairobi,Septrin,respiratory,194,0.8
2023-05-22,Nairobi,Nairobi,Septrin,respiratory,101,0.8
2023-05-29,Nairobi,Nairobi,Septrin,respiratory,86,0.8
2023-06-05,Nairobi,Nairobi,Septrin,respiratory,87,0.8
2023-06-12,Nairobi,Nairobi,Septrin,respiratory,103,0.8
2023-06-19,Nairobi,Nairobi,Septrin,respiratory,80,0.8
2023-06-26,Nairobi,Nairobi,Septrin,respiratory,84,0.8
2023-07-03,Nairobi,Nairobi,Septrin,respiratory,124,0.8
2023-07-10,Nairobi,Nairobi,Septrin,respiratory,131,0.8
2023-07-17,Nairobi,Nairobi,Septrin,respiratory,128,0.8
2023-07-24,Nairobi,Nairobi,Septrin,respiratory,149,0.8
2023-07-31,Nairobi,Nairobi,Septrin,respiratory,161,0.8
2023-08-07,Nairobi,Nairobi,Septrin,respiratory,141,0.8
2023-08-14,Nairobi,Nairobi,Septrin,respiratory,133,0.8
2023-08-21,Nairobi,Nairobi,Septrin,respiratory,139,0.8
2023-08-28,Nairobi,Nairobi,Septrin,respiratory,85,0.8
2023-09-04,Nairobi,Nairobi,Septrin,respiratory,94,0.8
2023-09-11,Nairobi,Nairobi,Septrin,respiratory,83,0.8
2023-09-18,Nairobi,Nairobi,Septrin,respiratory,79,0.8
2023-09-25,Nairobi,Nairobi,Septrin,respiratory,82,0.8
2023-10-02,Nairobi,Nairobi,Septrin,respiratory,84,0.8
2023-10-09,Nairobi,Nairobi,Septrin,respiratory,95,0.8
2023-10-16,Nairobi,Nairobi,Septrin,respiratory,122,0.8
2023-10-23,Nairobi,Nairobi,Septrin,respiratory,80,0.8
2023-10-30,Nairobi,Nairobi,Septrin,respiratory,84,0.8
2023-11-06,Nairobi,Nairobi,Septrin,respiratory,89,0.8
2023-11-13,Nairobi,Nairobi,Septrin,respiratory,116,0.8
2023-11-20,Nairobi,Nairobi,Septrin,respiratory,132,0.8
2023-11-27,Nairobi,Nairobi,Septrin,respiratory,168,0.8
2023-12-04,Nairobi,Nairobi,Septrin,respiratory,95,0.8
2023-12-11,Nairobi,Nairobi,Septrin,respiratory,98,0.8
2023-12-18,Nairobi,Nairobi,Septrin,respiratory,139,0.8
2023-12-25,Nairobi,Nairobi,Septrin,respiratory,164,0.8
2024-01-01,Nairobi,Nairobi,Septrin,respiratory,69,0.8
2024-01-08,Nairobi,Nairobi,Septrin,respiratory,49,0.8
2024-01-15,Nairobi,Nairobi,Septrin,respiratory,98,0.8
2024-01-22,Nairobi,Nairobi,Septrin,respiratory,93,0.8
2024-01-29,Nairobi,Nairobi,Septrin,respiratory,75,0.8
2024-02-05,Nairobi,Nairobi,Septrin,respiratory,93,0.8
2024-02-12,Nairobi,Nairobi,Septrin,respiratory,109,0.8
2024-02-19,Nairobi,Nairobi,Septrin,respiratory,143,0.8
2024-02-26,Nairobi,Nairobi,Septrin,respiratory,136,0.8
2024-03-04,Nairobi,Nairobi,Septrin,respiratory,164,0.8
2024-03-11,Nairobi,Nairobi,Septrin,respiratory,86,0.8
2024-03-18,Nairobi,Nairobi,Septrin,respiratory,123,0.8
2024-03-25,Nairobi,Nairobi,Septrin,respiratory,106,0.8
2024-04-01,Nairobi,Nairobi,Septrin,respiratory,105,0.8
2024-04-08,Nairobi,Nairobi,Septrin,respiratory,83,0.8
2024-04-15,Nairobi,Nairobi,Septrin,respiratory,101,0.8
2024-04-22,Nairobi,Nairobi,Septrin,respiratory,65,0.8
2024-04-29,Nairobi,Nairobi,Septrin,respiratory,91,0.8
2024-05-06,Nairobi,Nairobi,Septrin,respiratory,98,0.8
2024-05-13,Nairobi,Nairobi,Septrin,respiratory,115,0.8
2024-05-20,Nairobi,Nairobi,Septrin,respiratory,83,0.8
2024-05-27,Nairobi,Nairobi,Septrin,respiratory,94,0.8
2024-06-03,Nairobi,Nairobi,Septrin,respiratory,66,0.8
2024-06-10,Nairobi,Nairobi,Septrin,respiratory,58,0.8
2024-06-17,Nairobi,Nairobi,Septrin,respiratory,101,0.8
2024-06-24,Nairobi,Nairobi,Septrin,respiratory,109,0.8
2024-07-01,Nairobi,Nairobi,Septrin,respiratory,149,0.8
2024-07-08,Nairobi,Nairobi,Septrin,respiratory,264,0.8
2024-07-15,Nairobi,Nairobi,Septrin,respiratory,381,0.8
2024-07-22,Nairobi,Nairobi,Septrin,respiratory,462,0.8
2024-07-29,Nairobi,Nairobi,Septrin,respiratory,376,0.8
2024-08-05,Nairobi,Nairobi,Septrin,respiratory,347,0.8
2024-08-12,Nairobi,Nairobi,Septrin,respiratory,300,0.8
2024-08-19,Nairobi,Nairobi,Septrin,respiratory,84,0.8
2024-08-26,Nairobi,Nairobi,Septrin,respiratory,108,0.8
2024-09-02,Nairobi,Nairobi,Septrin,respiratory,82,0.8
2024-09-09,Nairobi,Nairobi,Septrin,respiratory,97,0.8
2024-09-16,Nairobi,Nairobi,Septrin,respiratory,69,0.8
2024-09-23,Nairobi,Nairobi,Septrin,respiratory,74,0.8
2024-09-30,Nairobi,Nairobi,Septrin,respiratory,109,0.8
2024-10-07,Nairobi,Nairobi,Septrin,respiratory,85,0.8
2024-10-14,Nairobi,Nairobi,Septrin,respiratory,110,0.8
2024-10-21,Nairobi,Nairobi,Septrin,respiratory,89,0.8
2024-10-28,Nairobi,Nairobi,Septrin,respiratory,65,0.8
2024-11-04,Nairobi,Nairobi,Septrin,respiratory,102,0.8
2024-11-11,Nairobi,Nairobi,Septrin,respiratory,100,0.8
2024-11-18,Nairobi,Nairobi,Septrin,respiratory,140,0.8
2024-11-25,Nairobi,Nairobi,Septrin,respiratory,142,0.8
2024-12-02,Nairobi,Nairobi,Septrin,respiratory,115,0.8
2024-12-09,Nairobi,Nairobi,Septrin,respiratory,157,0.8
2024-12-16,Nairobi,Nairobi,Septrin,respiratory,199,0.8
2024-12-23,Nairobi,Nairobi,Septrin,respiratory,151,0.8
2024-12-30,Nairobi,Nairobi,Septrin,respiratory,89,0.8
2023-01-02,Nairobi,Nairobi,Amoxicillin,respiratory,55,0.75
2023-01-09,Nairobi,Nairobi,Amoxicillin,respiratory,82,0.75
2023-01-16,Nairobi,Nairobi,Amoxicillin,respiratory,62,0.75
2023-01-23,Nairobi,Nairobi,Amoxicillin,respiratory,60,0.75
2023-01-30,Nairobi,Nairobi,Amoxicillin,respiratory,82,0.75
2023-02-06,Nairobi,Nairobi,Amoxicillin,respiratory,88,0.75
2023-02-13,Nairobi,Nairobi,Amoxicillin,respiratory,97,0.75
2023-02-20,Nairobi,Nairobi,Amoxicillin,respiratory,88,0.75
2023-02-27,Nairobi,Nairobi,Amoxicillin,respiratory,123,0.75
2023-03-06,Nairobi,Nairobi,Amoxicillin,respiratory,161,0.75
2023-03-13,Nairobi,Nairobi,Amoxicillin,respiratory,124,0.75
2023-03-20,Nairobi,Nairobi,Amoxicillin,respiratory,111,0.75
2023-03-27,Nairobi,Nairobi,Amoxicillin,respiratory,103,0.75
2023-04-03,Nairobi,Nairobi,Amoxicillin,respiratory,76,0.75
2023-04-10,Nairobi,Nairobi,Amoxicillin,respiratory,63,0.75
2023-04-17,Nairobi,Nairobi,Amoxicillin,respiratory,63,0.75
2023-04-24,Nairobi,Nairobi,Amoxicillin,respiratory,60,0.75
2023-05-01,Nairobi,Nairobi,Amoxicillin,respiratory,63,0.75
2023-05-08,Nairobi,Nairobi,Amoxicillin,respiratory,62,0.75
2023-05-15,Nairobi,Nairobi,Amoxicillin,respiratory,64,0.75
2023-05-22,Nairobi,Nairobi,Amoxicillin,respiratory,63,0.75
2023-05-29,Nairobi,Nairobi,Amoxicillin,respiratory,68,0.75
2023-06-05,Nairobi,Nairobi,Amoxicillin,respiratory,67,0.75
2023-06-12,Nairobi,Nairobi,Amoxicillin,respiratory,68,0.75
2023-06-19,Nairobi,Nairobi,Amoxicillin,respiratory,81,0.75
2023-06-26,Nairobi,Nairobi,Amoxicillin,respiratory,81,0.75
2023-07-03,Nairobi,Nairobi,Amoxicillin,respiratory,124,0.75
2023-07-10,Nairobi,Nairobi,Amoxicillin,respiratory,109,0.75
2023-07-17,Nairobi,Nairobi,Amoxicillin,respiratory,103,0.75
2023-07-24,Nairobi,Nairobi,Amoxicillin,respiratory,135,0.75
2023-07-31,Nairobi,Nairobi,Amoxicillin,respiratory,109,0.75
2023-08-07,Nairobi,Nairobi,Amoxicillin,respiratory,66,0.75
2023-08-14,Nairobi,Nairobi,Amoxicillin,respiratory,93,0.75
2023-08-21,Nairobi,Nairobi,Amoxicillin,respiratory,77,0.75
2023-08-28,Nairobi,Nairobi,Amoxicillin,respiratory,82,0.75
2023-09-04,Nairobi,Nairobi,Amoxicillin,respiratory,57,0.75
2023-09-11,Nairobi,Nairobi,Amoxicillin,respiratory,63,0.75
2023-09-18,Nairobi,Nairobi,Amoxicillin,respiratory,79,0.75
2023-09-25,Nairobi,Nairobi,Amoxicillin,respiratory,209,0.75
2023-10-02,Nairobi,Nairobi,Amoxicillin,respiratory,193,0.75
2023-10-09,Nairobi,Nairobi,Amoxicillin,respiratory,175,0.75
2023-10-16,Nairobi,Nairobi,Amoxicillin,respiratory,208,0.75
2023-10-23,Nairobi,Nairobi,Amoxicillin,respiratory,197,0.75
2023-10-30,Nairobi,Nairobi,Amoxicillin,respiratory,175,0.75
2023-11-06,Nairobi,Nairobi,Amoxicillin,respiratory,59,0.75
2023-11-13,Nairobi,Nairobi,Amoxicillin,respiratory,70,0.75
2023-11-20,Nairobi,Nairobi,Amoxicillin,respiratory,79,0.75
2023-11-27,Nairobi,Nairobi,Amoxicillin,respiratory,118,0.75
2023-12-04,Nairobi,Nairobi,Amoxicillin,respiratory,123,0.75
2023-12-11,Nairobi,Nairobi,Amoxicillin,respiratory,128,0.75
2023-12-18,Nairobi,Nairobi,Amoxicillin,respiratory,110,0.75
2023-12-25,Nairobi,Nairobi,Amoxicillin,respiratory,100,0.75
2024-01-01,Nairobi,Nairobi,Amoxicillin,respiratory,64,0.75
2024-01-08,Nairobi,Nairobi,Amoxicillin,respiratory,235,0.75
2024-01-15,Nairobi,Nairobi,Amoxicillin,respiratory,148,0.75
2024-01-22,Nairobi,Nairobi,Amoxicillin,respiratory,188,0.75
2024-01-29,Nairobi,Nairobi,Amoxicillin,respiratory,176,0.75
2024-02-05,Nairobi,Nairobi,Amoxicillin,respiratory,298,0.75
2024-02-12,Nairobi,Nairobi,Amoxicillin,respiratory,266,0.75
2024-02-19,Nairobi,Nairobi,Amoxicillin,respiratory,78,0.75
2024-02-26,Nairobi,Nairobi,Amoxicillin,respiratory,114,0.75
2024-03-04,Nairobi,Nairobi,Amoxicillin,respiratory,106,0.75
2024-03-11,Nairobi,Nairobi,Amoxicillin,respiratory,101,0.75
2024-03-18,Nairobi,Nairobi,Amoxicillin,respiratory,93,0.75
2024-03-25,Nairobi,Nairobi,Amoxicillin,respiratory,83,0.75
2024-04-01,Nairobi,Nairobi,Amoxicillin,respiratory,89,0.75
2024-04-08,Nairobi,Nairobi,Amoxicillin,respiratory,68,0.75
2024-04-15,Nairobi,Nairobi,Amoxicillin,respiratory,64,0.75
2024-04-22,Nairobi,Nairobi,Amoxicillin,respiratory,55,0.75
2024-04-29,Nairobi,Nairobi,Amoxicillin,respiratory,64,0.75
2024-05-06,Nairobi,Nairobi,Amoxicillin,respiratory,69,0.75
2024-05-13,Nairobi,Nairobi,Amoxicillin,respiratory,69,0.75
2024-05-20,Nairobi,Nairobi,Amoxicillin,respiratory,68,0.75
2024-05-27,Nairobi,Nairobi,Amoxicillin,respiratory,57,0.75
2024-06-03,Nairobi,Nairobi,Amoxicillin,respiratory,42,0.75
2024-06-10,Nairobi,Nairobi,Amoxicillin,respiratory,84,0.75
2024-06-17,Nairobi,Nairobi,Amoxicillin,respiratory,53,0.75
2024-06-24,Nairobi,Nairobi,Amoxicillin,respiratory,57,0.75
2024-07-01,Nairobi,Nairobi,Amoxicillin,respiratory,95,0.75
2024-07-08,Nairobi,Nairobi,Amoxicillin,respiratory,77,0.75
2024-07-15,Nairobi,Nairobi,Amoxicillin,respiratory,97,0.75
2024-07-22,Nairobi,Nairobi,Amoxicillin,respiratory,363,0.75
2024-07-29,Nairobi,Nairobi,Amoxicillin,respiratory,416,0.75
2024-08-05,Nairobi,Nairobi,Amoxicillin,respiratory,327,0.75
2024-08-12,Nairobi,Nairobi,Amoxicillin,respiratory,260,0.75
2024-08-19,Nairobi,Nairobi,Amoxicillin,respiratory,238,0.75
2024-08-26,Nairobi,Nairobi,Amoxicillin,respiratory,144,0.75
2024-09-02,Nairobi,Nairobi,Amoxicillin,respiratory,62,0.75
2024-09-09,Nairobi,Nairobi,Amoxicillin,respiratory,62,0.75
2024-09-16,Nairobi,Nairobi,Amoxicillin,respiratory,68,0.75
2024-09-23,Nairobi,Nairobi,Amoxicillin,respiratory,85,0.75
2024-09-30,Nairobi,Nairobi,Amoxicillin,respiratory,140,0.75
2024-10-07,Nairobi,Nairobi,Amoxicillin,respiratory,185,0.75
2024-10-14,Nairobi,Nairobi,Amoxicillin,respiratory,143,0.75
2024-10-21,Nairobi,Nairobi,Amoxicillin,respiratory,182,0.75
2024-10-28,Nairobi,Nairobi,Amoxicillin,respiratory,171,0.75
2024-11-04,Nairobi,Nairobi,Amoxicillin,respiratory,153,0.75
2024-11-11,Nairobi,Nairobi,Amoxicillin,respiratory,91,0.75
2024-11-18,Nairobi,Nairobi,Amoxicillin,respiratory,97,0.75
2024-11-25,Nairobi,Nairobi,Amoxicillin,respiratory,116,0.75
2024-12-02,Nairobi,Nairobi,Amoxicillin,respiratory,101,0.75
2024-12-09,Nairobi,Nairobi,Amoxicillin,respiratory,111,0.75
2024-12-16,Nairobi,Nairobi,Amoxicillin,respiratory,136,0.75
2024-12-23,Nairobi,Nairobi,Amoxicillin,respiratory,103,0.75
2024-12-30,Nairobi,Nairobi,Amoxicillin,respiratory,74,0.75
2023-01-02,Nairobi,Nairobi,Piriton,respiratory,71,0.5
2023-01-09,Nairobi,Nairobi,Piriton,respiratory,83,0.5
2023-01-16,Nairobi,Nairobi,Piriton,respiratory,57,0.5
2023-01-23,Nairobi,Nairobi,Piriton,respiratory,83,0.5
2023-01-30,Nairobi,Nairobi,Piriton,respiratory,69,0.5
2023-02-06,Nairobi,Nairobi,Piriton,respiratory,88,0.5
2023-02-13,Nairobi,Nairobi,Piriton,respiratory,117,0.5
2023-02-20,Nairobi,Nairobi,Piriton,respiratory,124,0.5
2023-02-27,Nairobi,Nairobi,Piriton,respiratory,150,0.5
2023-03-06,Nairobi,Nairobi,Piriton,respiratory,113,0.5
2023-03-13,Nairobi,Nairobi,Piriton,respiratory,128,0.5
2023-03-20,Nairobi,Nairobi,Piriton,respiratory,138,0.5
2023-03-27,Nairobi,Nairobi,Piriton,respiratory,116,0.5
2023-04-03,Nairobi,Nairobi,Piriton,respiratory,101,0.5
2023-04-10,Nairobi,Nairobi,Piriton,respiratory,91,0.5
2023-04-17,Nairobi,Nairobi,Piriton,respiratory,73,0.5
2023-04-24,Nairobi,Nairobi,Piriton,respiratory,71,0.5
2023-05-01,Nairobi,Nairobi,Piriton,respiratory,222,0.5
2023-05-08,Nairobi,Nairobi,Piriton,respiratory,200,0.5
2023-05-15,Nairobi,Nairobi,Piriton,respiratory,239,0.5
2023-05-22,Nairobi,Nairobi,Piriton,respiratory,216,0.5
2023-05-29,Nairobi,Nairobi,Piriton,respiratory,185,0.5
2023-06-05,Nairobi,Nairobi,Piriton,respiratory,215,0.5
2023-06-12,Nairobi,Nairobi,Piriton,respiratory,67,0.5
2023-06-19,Nairobi,Nairobi,Piriton,respiratory,89,0.5
2023-06-26,Nairobi,Nairobi,Piriton,respiratory,75,0.5
2023-07-03,Nairobi,Nairobi,Piriton,respiratory,130,0.5
2023-07-10,Nairobi,Nairobi,Piriton,respiratory,128,0.5
2023-07-17,Nairobi,Nairobi,Piriton,respiratory,127,0.5
2023-07-24,Nairobi,Nairobi,Piriton,respiratory,148,0.5
2023-07-31,Nairobi,Nairobi,Piriton,respiratory,140,0.5
2023-08-07,Nairobi,Nairobi,Piriton,respiratory,147,0.5
2023-08-14,Nairobi,Nairobi,Piriton,respiratory,132,0.5
2023-08-21,Nairobi,Nairobi,Piriton,respiratory,100,0.5
2023-08-28,Nairobi,Nairobi,Piriton,respiratory,68,0.5
2023-09-04,Nairobi,Nairobi,Piriton,respiratory,72,0.5
2023-09-11,Nairobi,Nairobi,Piriton,respiratory,177,0.5
2023-09-18,Nairobi,Nairobi,Piriton,respiratory,208,0.5
2023-09-25,Nairobi,Nairobi,Piriton,respiratory,167,0.5
2023-10-02,Nairobi,Nairobi,Piriton,respiratory,169,0.5
2023-10-09,Nairobi,Nairobi,Piriton,respiratory,229,0.5
2023-10-16,Nairobi,Nairobi,Piriton,respiratory,176,0.5
2023-10-23,Nairobi,Nairobi,Piriton,respiratory,71,0.5
